Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2751507,2908564,3618848,4424086
Depreciation & amortization,-,3408202,3400010,3442448
Change in working capital,-,-56184,457722,-33917
Inventory,-,-10382,-25170,-9471
Other working capital,-,4940252,4284573,4823510
Other non-cash items,-,826177,-177306,193921
Net cash provided by operating activites,-,7793097,6852498,8315106
Investments in property plant and equipment,-,-2852845,-2567925,-3491596
Acquisitions net,-,-70000,-,-402185
Purchases of investments,-,-,-,0
Sales/Maturities of investments,-,-,-,144245
Other investing activites,-,-357356,-148183,-335815
Net cash used for investing activites,-,-3640621,-3316108,-4364542
Net change in cash,-,91294,1813442,2263671
Cash at beginning of period,-,13481187,11667744,9404073
Cash at end of period,-,13572482,13481187,11667744
Operating Cash Flow,-,7793097,6852498,8315106
Capital Expenditure,-,-2852845,-2567925,-3491596
Free Cash Flow,-,4940252,4284573,4823510
