Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4358000,5412000,6030000,3358000
Depreciation & amortization,-,3034000,2782000,2655000
Change in working capital,-,-2213000,355000,1705000
Inventory,-,-2620000,-3303000,-629000
Other working capital,-,4198000,3356000,4567000
Other non-cash items,-,1573000,-676000,185000
Net cash provided by operating activites,-,7040000,6195000,7765000
Investments in property plant and equipment,-,-2842000,-2839000,-3198000
Acquisitions net,-,-32000,-1890000,-
Purchases of investments,-,-5684000,-4819000,-13870000
Sales/Maturities of investments,-,4799000,4881000,18460000
Other investing activites,-,-1000,-,-1000
Net cash used for investing activites,-,-1755000,-1170000,1551000
Net change in cash,-,2995000,6641000,7774000
Cash at beginning of period,-,33282000,26640000,18865000
Cash at end of period,-,36277000,33282000,26640000
Operating Cash Flow,-,7040000,6195000,7765000
Capital Expenditure,-,-2842000,-2839000,-3198000
Free Cash Flow,-,4198000,3356000,4567000
