Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3024615000,3146827000,2980211000
Liabilities,,,
Total Liabilities,2846224000,2968321000,2804954000
Stockholders' Equity,,,
Common Stock,14100000,14100000,14100000
Retained Earnings,121664000,118729000,115214000
Total stockholders' equity,177745000,177878000,169081000
Total liabilities and stockholders' equity,3024615000,3146827000,2980211000
