Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2611000,2286000,2065899,1702455
Depreciation & amortization,471000,460000,496955,509291
Change in working capital,144000,-361000,-607424,-265494
Inventory,-19000,-258000,180872,-90289
Other working capital,3209000,2363000,2081044,1655046
Other non-cash items,407000,87000,182815,29215
Net cash provided by operating activites,3439000,2657000,2289355,1909898
Investments in property plant and equipment,-230000,-294000,-208311,-254852
Acquisitions net,-,-,-43880,-
Purchases of investments,-17000,-18000,-15277,-24472
Sales/Maturities of investments,-,-,83831,87019
Other investing activites,-41000,-112000,-70670,-40448
Net cash used for investing activites,-273000,-424000,-253154,-232726
Net change in cash,2665000,1808000,1741089,1295168
Cash at beginning of period,7278000,6593000,4852529,3557361
Cash at end of period,9951000,8402000,6593618,4852529
Operating Cash Flow,3439000,2657000,2289355,1909898
Capital Expenditure,-230000,-294000,-208311,-254852
Free Cash Flow,3209000,2363000,2081044,1655046
