Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5292659,5010766,4529850,4381115
Liabilities,,,,
Total Liabilities,4789167,4562582,4116566,3990311
Stockholders' Equity,,,,
Common Stock,1085,1081,1077,1073
Retained Earnings,390363,355524,317756,294365
Accumulated other comprehensive income,-11237,-28309,-23510,-19757
Total stockholders' equity,503492,448184,413284,390804
Total liabilities and stockholders' equity,5292659,5010766,4529850,4381115
