Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-88.716,-644.813,-708.181,-47.344
Purchases of investments,-,-,-,-,-31.87
Sales/Maturities of investments,-,-,-,-,9.744
Other investing activites,-,-29.518,21.399,-,-
Net cash used for investing activites,-65.016,-118.234,-623.414,-708.181,-69.042
Common stock issued,2962,1399,4057,2995,6246
Net cash used privided by (used for) financing activities,2893,1399,4057,2995,6246
Net change in cash,1026,-2033,-303.039,-714.705,3024
Cash at beginning of period,509.656,2272,2575,3289,265.658
Cash at end of period,1535,239.044,2272,2575,3289
Capital Expenditure,-,-88.716,-644.813,-708.181,-47.344
Free Cash Flow,-1854,-3402,-4381,-3710,-3200
