Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,33574000,33574000,32584000,31070000,55503000
Depreciation & amortization,2881000,2881000,2063000,1949000,1814000
Change in working capital,-316700000,-316700000,213268000,117734000,-100501000
Other working capital,-270153000,-270153000,265007000,131913000,-75118000
Other non-cash items,55000,55000,-,-,0
Net cash provided by operating activites,-268703000,-268703000,266181000,133436000,-73617000
Investments in property plant and equipment,-1450000,-1450000,-1174000,-1523000,-1501000
Acquisitions net,-1828000,-1828000,-2168000,-6618000,-4076000
Purchases of investments,-,-,-,-,-6000
Other investing activites,-,-,-,810000,26992000
Net cash used for investing activites,-3309000,-3309000,-3345000,-7327000,21413000
Net change in cash,-290477000,-290477000,264025000,111971000,-73267000
Cash at beginning of period,626126000,626126000,380922000,249574000,313095000
Cash at end of period,331652000,331652000,624747000,377944000,240960000
Operating Cash Flow,-268703000,-268703000,266181000,133436000,-73617000
Capital Expenditure,-1450000,-1450000,-1174000,-1523000,-1501000
Free Cash Flow,-270153000,-270153000,265007000,131913000,-75118000
