Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,13468215000,12401446000,11471845000
Liabilities,,,
Total Liabilities,12811371000,11776042000,10870706000
Stockholders' Equity,,,
Common Stock,19963000,19927000,19900000
Retained Earnings,319886000,283911000,255062000
Total stockholders' equity,654948000,623756000,599679000
Total liabilities and stockholders' equity,13468215000,12401446000,11471845000
