Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5420000,6157000,6252000,6663000
Depreciation & amortization,-,3012000,2999000,2839000
Change in working capital,-,-824000,382000,-597000
Inventory,-,-1045000,-654000,-686000
Other working capital,-,4874000,5243000,6257000
Other non-cash items,-,19000,28000,33000
Net cash provided by operating activites,-,8765000,9309000,9216000
Investments in property plant and equipment,-,-3891000,-4066000,-2959000
Purchases of investments,-,-3449000,-454000,-523000
Sales/Maturities of investments,-,270000,724000,1470000
Other investing activites,-,-821000,34000,-12000
Net cash used for investing activites,-,-7876000,-3559000,-1998000
Net change in cash,-,2576000,2958000,1104000
Cash at beginning of period,-,28074000,25116000,24011000
Cash at end of period,-,30650000,28074000,25116000
Operating Cash Flow,-,8765000,9309000,9216000
Capital Expenditure,-,-3891000,-4066000,-2959000
Free Cash Flow,-,4874000,5243000,6257000
