Breakdown,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Net Income,7009266,7009266,6385335,5359909,3691481
Depreciation & amortization,1913977,1913977,1686456,1522271,1273074
Change in working capital,946248,946248,4726595,9700076,497966
Other working capital,504468,504468,-53504940,-1526991,-45060361
Other non-cash items,1032430,1032430,1025809,738587,634035
Net cash provided by operating activites,10241650,10241650,13221176,16804175,5682268
Investments in property plant and equipment,-9737182,-9737182,-66726116,-18331166,-50742629
Purchases of investments,-,-,-,-,-404000
Net cash used for investing activites,-9737182,-9737182,-66726116,-18229623,-50842370
Net change in cash,1450495,1450495,1538729,-666792,2459465
Cash at beginning of period,16699281,16699281,15000492,13910773,9639959
Cash at end of period,18149777,18149777,16539221,13243982,12099426
Operating Cash Flow,10241650,10241650,13221176,16804175,5682268
Capital Expenditure,-9737182,-9737182,-66726116,-18331166,-50742629
Free Cash Flow,504468,504468,-53504940,-1526991,-45060361
