Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,560607000,492517000,505877000,467854000
Liabilities,,,,
Total Liabilities,551185000,483865000,497958000,460571000
Stockholders' Equity,,,,
Common Stock,149000,149000,149000,149000
Retained Earnings,8033000,7261000,6578000,5633000
Total stockholders' equity,9367000,8580000,7843000,6945000
Total liabilities and stockholders' equity,560607000,492517000,505877000,467854000
