Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1699087,3086451,2924979,2533539
Depreciation & amortization,-,665088,696769,708410
Change in working capital,-,1532750,-1558608,-81178
Inventory,-,537311,-,-
Other working capital,-,3068693,1788906,2213506
Other non-cash items,-,13269,429395,235589
Net cash provided by operating activites,-,3559248,2577209,2674896
Investments in property plant and equipment,-,-490555,-788303,-461390
Purchases of investments,-,-963144,-183175,-1250
Sales/Maturities of investments,-,2004887,-,1248244
Other investing activites,-,-1569,81221,1700
Net cash used for investing activites,-,549619,-890257,787304
Net change in cash,-,3504276,531401,-249333
Cash at beginning of period,-,6083159,5551758,5801091
Cash at end of period,-,9587436,6083159,5551758
Operating Cash Flow,-,3559248,2577209,2674896
Capital Expenditure,-,-490555,-788303,-461390
Free Cash Flow,-,3068693,1788906,2213506
