Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14472000,11326000,11001000,7042000
Depreciation & amortization,-,7910000,8117000,7908000
Change in working capital,-,-5466000,-7632000,-1956000
Inventory,-,-8995000,-4766000,2733000
Other working capital,-,1701000,10718000,2971000
Other non-cash items,-,1847000,3477000,1716000
Net cash provided by operating activites,-,8853000,15567000,12624000
Investments in property plant and equipment,-,-7152000,-4849000,-9653000
Acquisitions net,-,-935000,-396000,-490000
Purchases of investments,-,-3871000,-15571000,-13664000
Sales/Maturities of investments,-,16084000,19458000,12156000
Other investing activites,-,-2351000,3778000,-4597000
Net cash used for investing activites,-,2719000,4322000,-15254000
Net change in cash,-,8586000,15061000,3161000
Cash at beginning of period,-,66035000,50974000,47813000
Cash at end of period,-,74622000,66035000,50974000
Operating Cash Flow,-,8853000,15567000,12624000
Capital Expenditure,-,-7152000,-4849000,-9653000
Free Cash Flow,-,1701000,10718000,2971000
