Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,41262,-385051,152933,96441
Depreciation & amortization,-,489860,531114,519717
Change in working capital,-,89795,-813388,594094
Inventory,-,-655918,-404105,-117682
Other working capital,-,679512,-448242,625828
Other non-cash items,-,296209,81434,143222
Net cash provided by operating activites,-,792280,-158627,926207
Investments in property plant and equipment,-,-112768,-289615,-300379
Purchases of investments,-,-8920,-12230,-258107
Sales/Maturities of investments,-,331502,182406,193915
Other investing activites,-,-,30000,-
Net cash used for investing activites,-,210542,-79059,-361009
Net change in cash,-,454731,-195306,487455
Cash at beginning of period,-,2960751,3156058,2668602
Cash at end of period,-,3415483,2960751,3156058
Operating Cash Flow,-,792280,-158627,926207
Capital Expenditure,-,-112768,-289615,-300379
Free Cash Flow,-,679512,-448242,625828
