Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1167000,1635000,2027000,2163000
Depreciation & amortization,-,1003000,1040000,940000
Change in working capital,-,107000,-152000,66000
Inventory,-,113000,-57000,102000
Other working capital,-,1636000,1382000,1947000
Other non-cash items,-,-8000,14000,52000
Net cash provided by operating activites,-,2906000,3169000,3100000
Investments in property plant and equipment,-,-1270000,-1787000,-1153000
Purchases of investments,-,-7000000,-,-
Sales/Maturities of investments,-,6510000,-,-
Other investing activites,-,-147000,-48000,-47000
Net cash used for investing activites,-,-1923000,-1836000,-1339000
Net change in cash,-,229000,605000,1016000
Cash at beginning of period,-,5281000,4676000,3659000
Cash at end of period,-,5510000,5281000,4676000
Operating Cash Flow,-,2906000,3169000,3100000
Capital Expenditure,-,-1270000,-1787000,-1153000
Free Cash Flow,-,1636000,1382000,1947000
