Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10766000,11779000,9691000,7204000
Depreciation & amortization,13588000,12549000,12766000,12182000
Change in working capital,1087000,-2853000,-120000,315000
Inventory,-255000,-2540000,-1156000,-263000
Other working capital,16257000,12103000,8725000,8267000
Other non-cash items,-886000,-628000,-599000,-504000
Net cash provided by operating activites,26206000,23622000,24120000,24165000
Investments in property plant and equipment,-9949000,-11519000,-15395000,-15898000
Acquisitions net,-,-,-791000,-
Purchases of investments,-1609000,-1297000,-3887000,-1939000
Sales/Maturities of investments,681000,1942000,2737000,1505000
Other investing activites,-249000,-331000,-2172000,-138000
Net cash used for investing activites,-10647000,-8695000,-19122000,-15846000
Net change in cash,4952000,6945000,2340000,677000
Cash at beginning of period,29135000,25230000,23474000,23450000
Cash at end of period,34088000,32444000,25230000,23474000
Operating Cash Flow,26206000,23622000,24120000,24165000
Capital Expenditure,-9949000,-11519000,-15395000,-15898000
Free Cash Flow,16257000,12103000,8725000,8267000
