Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6535000,6284000,7190000,8130000
Depreciation & amortization,-,2644000,2528000,2212000
Change in working capital,-,-5143000,1370000,1342000
Inventory,-,-2359000,-816000,177000
Other working capital,-,4029000,10857000,11973000
Other non-cash items,-,672000,-278000,204000
Net cash provided by operating activites,-,4029000,10857000,11973000
Acquisitions net,-,-375000,-,-354000
Purchases of investments,-,-1611000,-526000,-221000
Sales/Maturities of investments,-,1126000,214000,4000
Other investing activites,-,-2060000,-3188000,-2247000
Net cash used for investing activites,-,-3230000,-4083000,-3274000
Net change in cash,-,-2273000,3768000,4892000
Cash at beginning of period,-,21357000,17584000,12613000
Cash at end of period,-,19083000,21357000,17584000
Operating Cash Flow,-,4029000,10857000,11973000
Free Cash Flow,-,4029000,10857000,11973000
