Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7472000,8226000,6931000,7025000
Depreciation & amortization,5107000,4881000,4751000,4722000
Change in working capital,238000,-3681000,-1586000,-269000
Inventory,1006000,-3109000,-816000,-512000
Other working capital,9794000,2954000,3558000,6535000
Other non-cash items,1741000,-535000,-152000,398000
Net cash provided by operating activites,14367000,8608000,10983000,11935000
Investments in property plant and equipment,-4573000,-5654000,-7425000,-5400000
Acquisitions net,-,-1079000,-,-
Purchases of investments,-447000,-581000,-423000,-798000
Sales/Maturities of investments,300000,1365000,-,1000000
Other investing activites,-1450000,360000,-780000,2500000
Net cash used for investing activites,-7207000,-5571000,-8608000,-2669000
Net change in cash,3415000,-1034000,1018000,2727000
Cash at beginning of period,11269000,13222000,12203000,9476000
Cash at end of period,15436000,12187000,13222000,12203000
Operating Cash Flow,14367000,8608000,10983000,11935000
Capital Expenditure,-4573000,-5654000,-7425000,-5400000
Free Cash Flow,9794000,2954000,3558000,6535000
