Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8101000,7254000,4893000,6167000
Depreciation & amortization,-,8556000,7930000,7582000
Change in working capital,-,482000,-4065000,4773000
Inventory,-,1614000,-2749000,561000
Other working capital,-,10663000,-2122000,9933000
Other non-cash items,-,2286000,1183000,291000
Net cash provided by operating activites,-,18590000,9582000,19098000
Investments in property plant and equipment,-,-7927000,-11704000,-9165000
Acquisitions net,-,-169000,-,-
Purchases of investments,-,-397000,-46000,-481000
Sales/Maturities of investments,-,150000,16000,19000
Other investing activites,-,-14000,-4000,-52000
Net cash used for investing activites,-,-8208000,-11773000,-9923000
Net change in cash,-,2857000,-2595000,4421000
Cash at beginning of period,-,3680000,6276000,1766000
Cash at end of period,-,6538000,3680000,6276000
Operating Cash Flow,-,18590000,9582000,19098000
Capital Expenditure,-,-7927000,-11704000,-9165000
Free Cash Flow,-,10663000,-2122000,9933000
