Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,12457254,9884716,9367478,7211611
Liabilities,,,,
Total Liabilities,10670817,8476456,8064015,6309954
Stockholders' Equity,,,,
Common Stock,7046,6294,6270,5239
Retained Earnings,696520,583336,465231,400981
Accumulated other comprehensive income,27874,-21422,-2908,-13581
Total stockholders' equity,1786437,1408260,1303463,901657
Total liabilities and stockholders' equity,12457254,9884716,9367478,7211611
