Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,15921092,14676328,14466589,8900592
Liabilities,,,,
Total Liabilities,13548079,12310032,12157669,7766004
Stockholders' Equity,,,,
Common Stock,84361,89574,91899,60576
Retained Earnings,679895,551108,419847,370916
Accumulated other comprehensive income,1017,-24881,-10427,-8211
Total stockholders' equity,2373013,2366296,2308920,1134588
Total liabilities and stockholders' equity,15921092,14676328,14466589,8900592
