Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,9665127000,9478592000,8899400000
Liabilities,,,
Total Liabilities,8814195000,8546229000,8133108000
Stockholders' Equity,,,
Common Stock,0,0,0
Retained Earnings,363391000,336148000,321389000
Total stockholders' equity,848717000,930117000,757605000
Total liabilities and stockholders' equity,9665127000,9478592000,8899400000
