Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,-848000,-848000,83000,673000,243000
Depreciation & amortization,962000,962000,966000,879000,932000
Change in working capital,1274000,1274000,-1452000,-428000,1568000
Inventory,905000,905000,-2465000,343000,747000
Other working capital,345000,345000,-1758000,97000,2460000
Other non-cash items,102000,102000,122000,249000,450000
Net cash provided by operating activites,1477000,1477000,-747000,1516000,3402000
Investments in property plant and equipment,-1132000,-1132000,-1011000,-1419000,-942000
Purchases of investments,-1000,-1000,-50000,-142000,-1000
Other investing activites,104000,104000,-8000,4000,-4000
Net cash used for investing activites,-1029000,-1029000,-835000,-1557000,-947000
Net change in cash,590000,590000,-463000,443000,-150000
Cash at beginning of period,1363000,1363000,1826000,1383000,1447000
Cash at end of period,1953000,1953000,1363000,1826000,1383000
Operating Cash Flow,1477000,1477000,-747000,1516000,3402000
Capital Expenditure,-1132000,-1132000,-1011000,-1419000,-942000
Free Cash Flow,345000,345000,-1758000,97000,2460000
