Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-,-42.723,-3.911
Net cash used for investing activites,-,50,-,-42.723,-3.911
Common stock issued,-,-,-,-,300
Common stock repurchased,-,-5.425,-,-,-
Other financing activites,-,-,-,-,300
Net cash used privided by (used for) financing activities,-,194.575,-,-,300
Net change in cash,-19.32,-42.118,-662.298,412.483,-50.616
Cash at beginning of period,38.199,56.349,718.647,306.164,356.78
Cash at end of period,18.879,14.231,56.349,718.647,306.164
Capital Expenditure,-,-,-,-42.723,-3.911
Free Cash Flow,-244.32,-286.693,-662.298,412.483,-350.616
