Breakdown,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Total Assets,219557,195553,135640,99902
Liabilities,,,,
Total Liabilities,5431,4638,5495,1817
Stockholders' Equity,,,,
Common Stock,1348,1285,892,792
Total stockholders' equity,214126,190915,130145,98085
Total liabilities and stockholders' equity,219557,195553,135640,99902
