Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-60,-,-,-0.713
Purchases of investments,-839.935,-1070,-1156,-366.013,-676.122
Sales/Maturities of investments,1384,2235,786.709,262.105,1023
Other investing activites,-,-,495,-,-
Net cash used for investing activites,483.294,1105,126.103,-103.908,346.192
Common stock issued,-,2288,-,85,-
Common stock repurchased,-,-37.192,-,-6.821,-
Net cash used privided by (used for) financing activities,-,2251,-,78.179,-
Net change in cash,1977,2668,-178.204,-329.975,71.621
Cash at beginning of period,326.532,370.519,548.723,878.698,807.077
Cash at end of period,2303,3038,370.519,548.723,878.698
Capital Expenditure,-,-60,-,-,-0.713
Free Cash Flow,-773.968,-748.468,-304.307,-304.246,-275.284
