Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,695497,501909,250215,173086
Depreciation & amortization,-,151317,93395,11641
Change in working capital,-,12909,-84563,11985
Inventory,-,1892,3126,-5199
Other working capital,-,684275,106476,116590
Other non-cash items,-,74424,-56853,-29739
Net cash provided by operating activites,-,760776,161808,143294
Investments in property plant and equipment,-,-76501,-55332,-26704
Acquisitions net,-,-,-10000,-
Purchases of investments,-,-11759,-11759,-11759
Sales/Maturities of investments,-,-,629,-
Other investing activites,-,-481,1649,137592
Net cash used for investing activites,-,-83326,210755,103367
Net change in cash,-,434504,758212,77362
Cash at beginning of period,-,1893458,1135245,1057882
Cash at end of period,-,2327962,1893458,1135245
Operating Cash Flow,-,760776,161808,143294
Capital Expenditure,-,-76501,-55332,-26704
Free Cash Flow,-,684275,106476,116590
