Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2731298000,2761970000,2846854000
Liabilities,,,
Total Liabilities,2611790000,2646216000,2734917000
Stockholders' Equity,,,
Common Stock,18000000,18000000,18000000
Retained Earnings,51248000,48634000,45519000
Total stockholders' equity,119258000,115504000,111772000
Total liabilities and stockholders' equity,2731298000,2761970000,2846854000
