Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1124064,902115,969093,818946
Liabilities,,,,
Total Liabilities,1215,961,2443,27532
Stockholders' Equity,,,,
Common Stock,16828,17225,17577,18266
Total stockholders' equity,1122849,901154,966650,791414
Total liabilities and stockholders' equity,1124064,902115,969093,818946
