Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2590346,2408587,2284599,2014599
Liabilities,,,,
Total Liabilities,2343123,2196011,2098441,1853575
Stockholders' Equity,,,,
Common Stock,2136,2133,2133,2133
Retained Earnings,232853,198580,165596,144580
Accumulated other comprehensive income,-,0,6679,2736
Total stockholders' equity,247223,212576,186158,161024
Total liabilities and stockholders' equity,2590346,2408587,2284599,2014599
