Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5798870000,5808433000,5815095000
Liabilities,,,
Total Liabilities,5509019000,5524296000,5563956000
Stockholders' Equity,,,
Common Stock,37924000,37924000,29249000
Retained Earnings,181077000,172323000,161245000
Total stockholders' equity,289851000,284137000,251139000
Total liabilities and stockholders' equity,5798870000,5808433000,5815095000
