Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5100775,3972228,3533834,2572498
Depreciation & amortization,-,1233650,1049169,879189
Change in working capital,-,-807827,-354226,-326618
Inventory,-,-455091,-249637,-243012
Other working capital,-,2373105,2192491,1966674
Other non-cash items,-,-29053,-10792,-29910
Net cash provided by operating activites,-,4697130,4157829,3070591
Investments in property plant and equipment,-,-2324025,-1965338,-1103917
Purchases of investments,-,-2800,-,-1348
Sales/Maturities of investments,-,69291,2342,339239
Other investing activites,-,-248521,-184128,-170321
Net cash used for investing activites,-,-2433509,-1852558,-967085
Net change in cash,-,910762,1197392,297488
Cash at beginning of period,-,4748855,3551463,3253975
Cash at end of period,-,5659617,4748855,3551463
Operating Cash Flow,-,4697130,4157829,3070591
Capital Expenditure,-,-2324025,-1965338,-1103917
Free Cash Flow,-,2373105,2192491,1966674
