Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5407000,16981000,11694000,7596000
Depreciation & amortization,-,5837000,5789000,5699000
Change in working capital,-,-8078000,-8000000,455000
Inventory,-,-3520000,-7224000,-303000
Other working capital,-,6990000,6484000,6399000
Other non-cash items,-,665000,4105000,1042000
Net cash provided by operating activites,-,15314000,15311000,14026000
Investments in property plant and equipment,-,-8324000,-8827000,-7627000
Purchases of investments,-,-6000,-4000,-1004000
Sales/Maturities of investments,-,354000,258000,32000
Other investing activites,-,-1331000,-1251000,-2006000
Net cash used for investing activites,-,-8705000,-9527000,-9762000
Net change in cash,-,-958000,-1343000,-1236000
Cash at beginning of period,-,49785000,51128000,52364000
Cash at end of period,-,48827000,49785000,51128000
Operating Cash Flow,-,15314000,15311000,14026000
Capital Expenditure,-,-8324000,-8827000,-7627000
Free Cash Flow,-,6990000,6484000,6399000
