Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,40032000,45083000,50125000,41800000,32666000
Depreciation & amortization,-,2912000,2007000,1939000,1950000
Stock based compensation,-,19000,3000,8000,6000
Change in working capital,-10024000,-17020000,-26402000,7876000,-9803000
Inventory,-,-17489000,-29696000,-2323000,-1177000
Other working capital,22712000,11831000,-2376000,29736000,13018000
Other non-cash items,-,-139000,-120000,-136000,-171000
Net cash provided by operating activites,30636000,19755000,6511000,34962000,15296000
Investments in property plant and equipment,-,-7924000,-8887000,-5226000,-2278000
Acquisitions net,-3383000,0,-8000,-71000,-284000
Purchases of investments,-,-647000,-79000,-277000,-1235000
Sales/Maturities of investments,-,394000,314000,909000,472000
Other investing activites,-22000,-,-,-2126000,-702000
Net cash used for investing activites,-60916000,-12836000,-20949000,-9696000,-5821000
Net change in cash,-2412000,-1154000,-2316000,7253000,-566000
Cash at beginning of period,24502000,23035000,25074000,17902000,18866000
Cash at end of period,22090000,21430000,23035000,25074000,17902000
Operating Cash Flow,30636000,19755000,6511000,34962000,15296000
Capital Expenditure,-,-7924000,-8887000,-5226000,-2278000
Free Cash Flow,22712000,11831000,-2376000,29736000,13018000
