Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,509689,509689,441794,374625,330532
Interest Expense,84349,84349,67721,42129,32767
Income Before Tax,193214,193214,174524,148289,117671
Income Tax Expense,34341,34341,31412,53807,31036
Income from Continuing Operations,158873,158873,143112,94482,86635
Net Income,158873,158873,143112,94482,86635
Net Income available to common shareholders,158873,158873,143112,94482,86635
Basic EPS,-,-,2.93,2.15,2.16
Diluted EPS,-,-,2.92,2.14,2.16
Basic Average Shares,-,-,48889,44003,40100
Diluted Average Shares,-,-,49023,44075,40127
