Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,159822000,101355000,70484000,87720000
Depreciation & amortization,247914000,198761000,192588000,189330000
Change in working capital,22771000,122827000,87092000,-173000000
Inventory,46474000,17229000,126965000,-121023000
Other working capital,31864000,180661000,179941000,-104272000
Other non-cash items,24551000,-9656000,7631000,24268000
Net cash provided by operating activites,287443000,404924000,345109000,95913000
Investments in property plant and equipment,-255579000,-224263000,-165168000,-200185000
Acquisitions net,-,-8547000,-928000,-849000
Purchases of investments,-13911000,-8547000,-104514000,-5033000
Sales/Maturities of investments,22601000,26975000,112122000,17376000
Other investing activites,-1207000,2378000,-4129000,-4918000
Net cash used for investing activites,-224180000,-161869000,-137181000,8712000
Net change in cash,16556000,-16001000,57422000,-56392000
Cash at beginning of period,231341000,299237000,242404000,300267000
Cash at end of period,246778000,283235000,299237000,242404000
Operating Cash Flow,287443000,404924000,345109000,95913000
Capital Expenditure,-255579000,-224263000,-165168000,-200185000
Free Cash Flow,31864000,180661000,179941000,-104272000
