Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2652000,3218000,4292000,4959000
Depreciation & amortization,-,1686000,1576000,2119000
Change in working capital,-,113145000,-19829000,183775000
Other working capital,-,114794000,-39341000,180199000
Other non-cash items,-,-25642000,-48953000,-33073000
Net cash provided by operating activites,-,117335000,-36859000,183383000
Investments in property plant and equipment,-,-2541000,-2482000,-3184000
Purchases of investments,-,-283249000,-188300000,-132006000
Sales/Maturities of investments,-,258420000,234783000,150850000
Other investing activites,-,1000,-1000,-1000
Net cash used for investing activites,-,-27084000,44145000,15685000
Net change in cash,-,88609000,6048000,188077000
Cash at beginning of period,-,291554000,285506000,97428000
Cash at end of period,-,380164000,291554000,285506000
Operating Cash Flow,-,117335000,-36859000,183383000
Capital Expenditure,-,-2541000,-2482000,-3184000
Free Cash Flow,-,114794000,-39341000,180199000
