Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,-17.96,2.804,-218.567,-43.674,-55.231
Interest Expense,2.753,2.234,1.995,2.238,1.814
Income Before Tax,-2545,-1980,-1024,-2666,-1637
Income Tax Expense,0,0,0,0,0
Income from Continuing Operations,-2545,-1980,-1024,-2666,-1637
Net Income,-2545,-1980,-1024,-2666,-1637
Net Income available to common shareholders,-2545,-1980,-1024,-2666,-1637
Basic EPS,-,-0.01,-0.00,-0.01,-0.01
Diluted EPS,-,-0.01,-0.00,-0.01,-0.01
Basic Average Shares,-,244776,242746,242727,189704
Diluted Average Shares,-,244776,242746,242727,189704
