Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1713056,1621644,981783,827926
Liabilities,,,,
Total Liabilities,1512814,1441606,859781,746893
Stockholders' Equity,,,,
Common Stock,44,45,37,31
Retained Earnings,110715,90854,68422,55584
Accumulated other comprehensive income,788,-1479,-475,-536
Total stockholders' equity,200242,180038,122002,81033
Total liabilities and stockholders' equity,1713056,1621644,981783,827926
