Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,41998,41998,37838,32691,32763
Interest Expense,6646,6646,4350,2706,2271
Income Before Tax,5812,5812,3391,2624,1393
Income Tax Expense,1246,1246,901,3035,169
Income from Continuing Operations,4566,4566,2490,-411,1224
Net Income,4566,4566,2490,-411,1224
Net Income available to common shareholders,4566,4566,2490,-411,1224
Basic EPS,-,-,0.40,-0.07,0.20
Diluted EPS,-,-,0.37,-0.07,0.19
Basic Average Shares,-,-,6225,5871,6120
Diluted Average Shares,-,-,6730,5871,6442
