Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4964000,8435000,9023000,8526000
Depreciation & amortization,-,2917000,2618000,2734000
Change in working capital,-,2361000,-4846000,-2267000
Inventory,-,362000,-3743000,-3444000
Other working capital,-,11197000,2188000,4477000
Other non-cash items,-,-3311000,-2639000,-1327000
Net cash provided by operating activites,-,12565000,3283000,5583000
Investments in property plant and equipment,-,-1368000,-1095000,-1106000
Purchases of investments,-,-5000000,-5000000,-6000000
Sales/Maturities of investments,-,5463000,5000000,14500000
Other investing activites,-,-216000,-41000,-9229000
Net cash used for investing activites,-,-1121000,-426000,-1835000
Net change in cash,-,5349000,-625000,456000
Cash at beginning of period,-,30182000,30808000,30351000
Cash at end of period,-,35532000,30182000,30808000
Operating Cash Flow,-,12565000,3283000,5583000
Capital Expenditure,-,-1368000,-1095000,-1106000
Free Cash Flow,-,11197000,2188000,4477000
