Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2172000,2267000,2136000,2373000
Depreciation & amortization,-,2587000,2558000,2329000
Change in working capital,-,471000,-1860000,-750000
Inventory,-,-147000,-774000,-575000
Other working capital,-,3137000,-137000,1493000
Other non-cash items,-,675000,611000,909000
Net cash provided by operating activites,-,4936000,2375000,3697000
Investments in property plant and equipment,-,-1799000,-2512000,-2204000
Acquisitions net,-,-179000,-,-
Purchases of investments,-,-29000,-55000,-971000
Other investing activites,-,71000,127000,-38000
Net cash used for investing activites,-,-1936000,-2440000,-3213000
Net change in cash,-,773000,-1540000,2347000
Cash at beginning of period,-,4194000,5735000,3387000
Cash at end of period,-,4968000,4194000,5735000
Operating Cash Flow,-,4936000,2375000,3697000
Capital Expenditure,-,-1799000,-2512000,-2204000
Free Cash Flow,-,3137000,-137000,1493000
