Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1548692,993995,1659218,1758477
Depreciation & amortization,-,951302,929254,840384
Change in working capital,-,-79116,20859,-784800
Inventory,-,-1460017,-597384,-728586
Other working capital,-,755886,1201282,953576
Other non-cash items,-,530637,304248,400762
Net cash provided by operating activites,-,2620852,1912272,1732074
Investments in property plant and equipment,-,-1864966,-710990,-778498
Purchases of investments,-,-17290,-3760,-3720
Other investing activites,-,-189024,-210050,-152633
Net cash used for investing activites,-,-2066779,-923493,-911172
Net change in cash,-,-330108,81983,-609878
Cash at beginning of period,-,1140820,1058837,1668715
Cash at end of period,-,810711,1140820,1058837
Operating Cash Flow,-,2620852,1912272,1732074
Capital Expenditure,-,-1864966,-710990,-778498
Free Cash Flow,-,755886,1201282,953576
