Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,676636,729569,739942,526407
Depreciation & amortization,-,97133,102293,106831
Change in working capital,-,-421854,-1324677,-299739
Inventory,-,-689550,-610198,-160910
Other working capital,-,171775,-601478,149040
Other non-cash items,-,-89570,-45635,-109665
Net cash provided by operating activites,-,227902,-555823,176627
Investments in property plant and equipment,-,-56127,-45655,-27587
Purchases of investments,-,-61030,-12525,-20440
Sales/Maturities of investments,-,48131,1324,177188
Other investing activites,-,-11667,123654,13414
Net cash used for investing activites,-,-80577,66850,183659
Net change in cash,-,513862,-17324,76024
Cash at beginning of period,-,2923209,2940534,2864509
Cash at end of period,-,3437072,2923209,2940534
Operating Cash Flow,-,227902,-555823,176627
Capital Expenditure,-,-56127,-45655,-27587
Free Cash Flow,-,171775,-601478,149040
