Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,8873700,7733900,7558700,7008500
Liabilities,,,,
Total Liabilities,7248400,6267000,6059800,5524800
Stockholders' Equity,,,,
Common Stock,38100,38000,37800,37700
Retained Earnings,1674500,1506700,1522900,1519300
Total stockholders' equity,1625300,1466900,1498900,1483700
Total liabilities and stockholders' equity,8873700,7733900,7558700,7008500
