Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,68012000,78133000,88795000,75664000
Depreciation & amortization,-,34519000,32618000,29975000
Change in working capital,-,-16150000,-30519000,-6397000
Inventory,-,-10252000,-14374000,-3826000
Other working capital,-,77511000,115429000,115715000
Other non-cash items,-,-11948000,20729000,-5996000
Net cash provided by operating activites,-,77511000,115429000,115715000
Purchases of investments,-,-1534000,-437000,-323000
Sales/Maturities of investments,-,2701000,920000,720000
Other investing activites,-,-64588000,-43542000,-35122000
Net cash used for investing activites,-,-63310000,-43129000,-34723000
Net change in cash,-,-14083000,20718000,10485000
Cash at beginning of period,-,106178000,85460000,74869000
Cash at end of period,-,92094000,106178000,85460000
Operating Cash Flow,-,77511000,115429000,115715000
Free Cash Flow,-,77511000,115429000,115715000
