Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2470292000,2421231000,2335305000
Liabilities,,,
Total Liabilities,2349800000,2294657000,2214618000
Stockholders' Equity,,,
Common Stock,0,0,16062000
Retained Earnings,70163000,67687000,62195000
Total stockholders' equity,120492000,126574000,115982000
Total liabilities and stockholders' equity,2470292000,2421231000,2335305000
