Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1038577,986828,876627,816005
Liabilities,,,,
Total Liabilities,902483,856393,782627,729457
Stockholders' Equity,,,,
Common Stock,54463,54464,26552,26552
Retained Earnings,72704,64012,55439,46688
Accumulated other comprehensive income,659,-552,-141,51
Total stockholders' equity,136094,130435,94000,86548
Total liabilities and stockholders' equity,1038577,986828,876627,816005
