Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,653000,1248000,2104000,1810000
Depreciation & amortization,-,2166000,1559000,1640000
Change in working capital,-,-3083000,1611000,600000
Inventory,-,-2172000,46000,50000
Other working capital,-,-2274000,3693000,2816000
Other non-cash items,-,-96000,-37000,-557000
Net cash provided by operating activites,-,55000,5196000,4316000
Investments in property plant and equipment,-,-2329000,-1503000,-1500000
Purchases of investments,-,-2203000,-3247000,-5415000
Sales/Maturities of investments,-,1736000,4705000,3390000
Other investing activites,-,-999000,-662000,1277000
Net cash used for investing activites,-,-3795000,-707000,-2241000
Net change in cash,-,-4538000,3654000,1237000
Cash at beginning of period,-,18060000,14406000,13169000
Cash at end of period,-,13522000,18060000,14406000
Operating Cash Flow,-,55000,5196000,4316000
Capital Expenditure,-,-2329000,-1503000,-1500000
Free Cash Flow,-,-2274000,3693000,2816000
