Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-72.128,-3.9,-38.233,-24.141
Purchases of investments,-,-125,-,-,-
Sales/Maturities of investments,-,184.827,295.357,-,-
Net cash used for investing activites,-186.184,-12.301,291.457,-38.233,-24.141
Debt repayment,-,-,-488.858,-,-
Common stock issued,-,-,1100,-,250.943
Common stock repurchased,-,-92.867,-,-,-
Net cash used privided by (used for) financing activities,187.5,-92.867,611.142,-,250.943
Net change in cash,-266.93,-303.195,767.728,-137.406,157.782
Cash at beginning of period,633.932,797.45,29.722,167.128,9.346
Cash at end of period,367.002,494.255,797.45,29.722,167.128
Capital Expenditure,-,-72.128,-3.9,-38.233,-24.141
Free Cash Flow,-454.43,-270.155,-138.771,-137.406,-93.161
