Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,412209,567640,445182,316335
Depreciation & amortization,-,692905,697799,715764
Change in working capital,-,-26779,175890,106834
Inventory,-,-12240,-9258,16259
Other working capital,-,25451,724485,837333
Other non-cash items,-,94214,101960,44390
Net cash provided by operating activites,-,1483700,1235398,1246182
Investments in property plant and equipment,-,-1458249,-510913,-408849
Purchases of investments,-,-4804,-103226,-3048
Sales/Maturities of investments,-,2400,-,0
Other investing activites,-,-11866,-7806,-15313
Net cash used for investing activites,-,-1461141,-116728,-418714
Net change in cash,-,408023,123693,-177220
Cash at beginning of period,-,536761,413067,590287
Cash at end of period,-,944784,536761,413067
Operating Cash Flow,-,1483700,1235398,1246182
Capital Expenditure,-,-1458249,-510913,-408849
Free Cash Flow,-,25451,724485,837333
