Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1596,-1607,-810.563,-1007,-469.528
Acquisitions net,-,-,-100,-,-
Purchases of investments,-,-,-,-2.583,-
Other investing activites,-,-,-,1599,-
Net cash used for investing activites,-1576,-1607,-910.563,604.532,-469.528
Debt repayment,-,-,-,-100,-
Common stock issued,6428,4660,977.36,1287,-
Common stock repurchased,-356.252,-133.324,-0.461,-64.926,-21.465
Net cash used privided by (used for) financing activities,6050,4527,976.899,1222,-21.465
Net change in cash,2704,1268,-950.855,1144,-943.689
Cash at beginning of period,1153,276.936,1228,84.07,1028
Cash at end of period,3857,1545,276.936,1228,84.07
Capital Expenditure,-1596,-1607,-810.563,-1007,-469.528
Free Cash Flow,-3366,-3258,-1828,-1690,-922.224
