Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,9695729,7702357,7860640,5425170
Liabilities,,,,
Total Liabilities,8475295,6707393,6925637,4830856
Stockholders' Equity,,,,
Common Stock,56,49,49,39
Retained Earnings,-14813,-72167,-132122,-163689
Accumulated other comprehensive income,14960,-6812,-2810,36
Total stockholders' equity,1220434,994964,935003,594314
Total liabilities and stockholders' equity,9695729,7702357,7860640,5425170
