Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3013472,2816698,4183431,4054758
Liabilities,,,,
Total Liabilities,2103000,1928323,3210058,3112874
Stockholders' Equity,,,,
Common Stock,25,25,25,25
Retained Earnings,697116,715472,608700,616322
Accumulated other comprehensive income,13152,-30472,168314,109055
Total stockholders' equity,910472,888375,973373,941884
Total liabilities and stockholders' equity,3013472,2816698,4183431,4054758
