Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,976502000,975165000,976374000,933078000
Liabilities,,,,
Total Liabilities,906853000,907305000,912658000,872322000
Stockholders' Equity,,,,
Common Stock,38020000,37270000,34971000,33845000
Retained Earnings,28482000,28360000,26330000,23627000
Accumulated other comprehensive income,3092000,1676000,1869000,2734000
Total stockholders' equity,69594000,67306000,63170000,60206000
Total liabilities and stockholders' equity,976502000,975165000,976374000,933078000
