Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,48599000,48417000,40882000,40170000
Depreciation & amortization,15491000,13154000,11830000,10525000
Change in working capital,6148000,-22824000,-14814000,-9417000
Inventory,-16762000,-21039000,-13459000,-7318000
Other working capital,48737000,21578000,14120000,48506000
Other non-cash items,2075000,963000,163000,4439000
Net cash provided by operating activites,71187000,42773000,29221000,60519000
Investments in property plant and equipment,-22450000,-21195000,-15101000,-12013000
Acquisitions net,-3574000,-2461000,-15542000,-698000
Purchases of investments,-35000000,-25000000,-23500000,-37500000
Sales/Maturities of investments,26204000,17876000,40190000,20588000
Other investing activites,185000,25000,-126000,-132000
Net cash used for investing activites,-33799000,-30625000,-12993000,-28908000
Net change in cash,19732000,-883000,2578000,20408000
Cash at beginning of period,187429000,192361000,189783000,169375000
Cash at end of period,207489000,191478000,192361000,189783000
Operating Cash Flow,71187000,42773000,29221000,60519000
Capital Expenditure,-22450000,-21195000,-15101000,-12013000
Free Cash Flow,48737000,21578000,14120000,48506000
