Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,28257000,27213000,23897000,21168000
Depreciation & amortization,-,36652000,36264000,35085000
Change in working capital,-,-4614000,-2665000,-9370000
Inventory,-,958000,-3795000,-5952000
Other working capital,-,2754000,-13815000,-16907000
Other non-cash items,-,-7451000,8036000,3325000
Net cash provided by operating activites,-,60620000,62713000,49440000
Investments in property plant and equipment,-,-57866000,-76528000,-66347000
Purchases of investments,-,-138000,-16601000,-14484000
Sales/Maturities of investments,-,15000,196000,8091000
Other investing activites,-,5132000,20080000,4273000
Net cash used for investing activites,-,-47608000,-71267000,-65908000
Net change in cash,-,-6534000,8402000,-33113000
Cash at beginning of period,-,64469000,56067000,89180000
Cash at end of period,-,57934000,64469000,56067000
Operating Cash Flow,-,60620000,62713000,49440000
Capital Expenditure,-,-57866000,-76528000,-66347000
Free Cash Flow,-,2754000,-13815000,-16907000
