Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1339957,1071270,910507,677737
Depreciation & amortization,-,734376,699063,668851
Change in working capital,-,-114713,42748,508005
Inventory,-,20088,-40403,-10248
Other working capital,-,-51958,-4944,-278056
Other non-cash items,-,56524,52229,-38104
Net cash provided by operating activites,-,1829502,1865822,1878041
Investments in property plant and equipment,-,-1881460,-1870766,-2156097
Acquisitions net,-,-3804,-,-
Purchases of investments,-,-,-21395,-716988
Sales/Maturities of investments,-,-,27247,-
Other investing activites,-,1033251,687245,-119004
Net cash used for investing activites,-,-940099,-1292842,-3305471
Net change in cash,-,2360688,438159,218627
Cash at beginning of period,-,4455750,4017591,3798964
Cash at end of period,-,6816439,4455750,4017591
Operating Cash Flow,-,1829502,1865822,1878041
Capital Expenditure,-,-1881460,-1870766,-2156097
Free Cash Flow,-,-51958,-4944,-278056
