Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,13185972000,12996292000,12429425000
Liabilities,,,
Total Liabilities,12557968000,12386145000,11844188000
Stockholders' Equity,,,
Common Stock,70895000,70895000,70895000
Retained Earnings,316329000,299060000,284896000
Total stockholders' equity,625195000,607481000,582764000
Total liabilities and stockholders' equity,13185972000,12996292000,12429425000
