Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,788738,791939,625581,606892
Liabilities,,,,
Total Liabilities,703990,712502,549373,530651
Stockholders' Equity,,,,
Common Stock,75,75,73,73
Retained Earnings,92755,88668,86673,87434
Accumulated other comprehensive income,-46,-2377,-868,-1277
Total stockholders' equity,84748,79448,76219,76252
Total liabilities and stockholders' equity,788738,791939,625581,606892
