Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6005000,13369000,19303000,16573000
Depreciation & amortization,-,14347000,15374000,14151000
Change in working capital,-,-8512000,-4966000,561000
Inventory,-,-7051000,-6705000,6941000
Other working capital,-,-3337000,15610000,9975000
Other non-cash items,-,716000,3429000,3492000
Net cash provided by operating activites,-,19897000,32539000,32781000
Investments in property plant and equipment,-,-23234000,-16929000,-22806000
Acquisitions net,-,-,0,-12377000
Purchases of investments,-,-305000,-1000,-1508000
Sales/Maturities of investments,-,4194000,2158000,3496000
Other investing activites,-,-1266000,1444000,529000
Net cash used for investing activites,-,-19861000,-7862000,-27861000
Net change in cash,-,-6122000,12768000,-17155000
Cash at beginning of period,-,90655000,77887000,95042000
Cash at end of period,-,84533000,90655000,77887000
Operating Cash Flow,-,19897000,32539000,32781000
Capital Expenditure,-,-23234000,-16929000,-22806000
Free Cash Flow,-,-3337000,15610000,9975000
