Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,168451,168451,136808,127533,126442
Interest Expense,45722,45722,26778,15936,13761
Income Before Tax,22676,22676,14207,17052,9228
Income Tax Expense,4408,4408,2813,6673,3297
Income from Continuing Operations,18268,18268,11394,10379,5931
Net Income,18268,18268,11394,10379,5931
Net Income available to common shareholders,18268,18268,11394,10379,5931
Basic EPS,-,-,0.20,0.18,0.10
Diluted EPS,-,-,0.20,0.18,0.10
Basic Average Shares,-,-,56689,56067,57670
Diluted Average Shares,-,-,56689,56067,57670
