Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,13528,13528,-18712,33667,40326
Change in working capital,86,86,-59,161,-107
Other working capital,13560,13560,4726,14505,3654
Net cash provided by operating activites,13560,13560,4726,14505,3654
Net change in cash,2012,2012,-5759,-2,162
Cash at beginning of period,13310,13310,19069,19071,18909
Cash at end of period,15322,15322,13310,19069,19071
Operating Cash Flow,13560,13560,4726,14505,3654
Free Cash Flow,13560,13560,4726,14505,3654
