Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2075885,1960266,2001669,1972946
Liabilities,,,,
Total Liabilities,1349076,1331207,1283275,1174995
Stockholders' Equity,,,,
Common Stock,2,2,2,2
Retained Earnings,270768,215132,275838,368284
Accumulated other comprehensive income,17609,-21231,8983,-618
Total stockholders' equity,726809,629059,718394,797951
Total liabilities and stockholders' equity,2075885,1960266,2001669,1972946
